date,series_id,category_zh,category_en,value,period,footnotes
2017-01,CUUR0000SAM2,医疗护理服务,Medical care services,502.948,M01,
2017-02,CUUR0000SAM2,医疗护理服务,Medical care services,506.105,M02,
2017-03,CUUR0000SAM2,医疗护理服务,Medical care services,505.991,M03,
2017-04,CUUR0000SAM2,医疗护理服务,Medical care services,505.855,M04,
2017-05,CUUR0000SAM2,医疗护理服务,Medical care services,505.611,M05,
2017-06,CUUR0000SAM2,医疗护理服务,Medical care services,505.813,M06,
2017-07,CUUR0000SAM2,医疗护理服务,Medical care services,506.681,M07,
2017-08,CUUR0000SAM2,医疗护理服务,Medical care services,507.39,M08,
2017-09,CUUR0000SAM2,医疗护理服务,Medical care services,508.078,M09,
2017-10,CUUR0000SAM2,医疗护理服务,Medical care services,509.256,M10,
2017-11,CUUR0000SAM2,医疗护理服务,Medical care services,508.879,M11,
2017-12,CUUR0000SAM2,医疗护理服务,Medical care services,509.045,M12,
1998-01,CUUR0000SEEB03,托儿照护,Day care and preschool,138.2,M01,
1998-02,CUUR0000SEEB03,托儿照护,Day care and preschool,138.2,M02,
1998-03,CUUR0000SEEB03,托儿照护,Day care and preschool,138.5,M03,
1998-04,CUUR0000SEEB03,托儿照护,Day care and preschool,139.1,M04,
1998-05,CUUR0000SEEB03,托儿照护,Day care and preschool,139.7,M05,
1998-06,CUUR0000SEEB03,托儿照护,Day care and preschool,139.5,M06,
1998-07,CUUR0000SEEB03,托儿照护,Day care and preschool,139.7,M07,
1998-08,CUUR0000SEEB03,托儿照护,Day care and preschool,141.8,M08,
1998-09,CUUR0000SEEB03,托儿照护,Day care and preschool,143.8,M09,
1998-10,CUUR0000SEEB03,托儿照护,Day care and preschool,143.9,M10,
1998-11,CUUR0000SEEB03,托儿照护,Day care and preschool,144.0,M11,
1998-12,CUUR0000SEEB03,托儿照护,Day care and preschool,144.2,M12,
1999-01,CUUR0000SEEB03,托儿照护,Day care and preschool,144.9,M01,
1999-02,CUUR0000SEEB03,托儿照护,Day care and preschool,145.7,M02,
1999-03,CUUR0000SEEB03,托儿照护,Day care and preschool,145.8,M03,
1999-04,CUUR0000SEEB03,托儿照护,Day care and preschool,146.2,M04,
1999-05,CUUR0000SEEB03,托儿照护,Day care and preschool,146.6,M05,
1999-06,CUUR0000SEEB03,托儿照护,Day care and preschool,146.8,M06,
1999-07,CUUR0000SEEB03,托儿照护,Day care and preschool,147.5,M07,
1999-08,CUUR0000SEEB03,托儿照护,Day care and preschool,148.7,M08,
1999-09,CUUR0000SEEB03,托儿照护,Day care and preschool,151.1,M09,
1999-10,CUUR0000SEEB03,托儿照护,Day care and preschool,151.3,M10,
1999-11,CUUR0000SEEB03,托儿照护,Day care and preschool,151.5,M11,
1999-12,CUUR0000SEEB03,托儿照护,Day care and preschool,151.6,M12,
2000-01,CUUR0000SEEB03,托儿照护,Day care and preschool,152.9,M01,
2000-02,CUUR0000SEEB03,托儿照护,Day care and preschool,153.7,M02,
2000-03,CUUR0000SEEB03,托儿照护,Day care and preschool,154.1,M03,
2000-04,CUUR0000SEEB03,托儿照护,Day care and preschool,154.5,M04,
2000-05,CUUR0000SEEB03,托儿照护,Day care and preschool,154.7,M05,
2000-06,CUUR0000SEEB03,托儿照护,Day care and preschool,155.3,M06,
2000-07,CUUR0000SEEB03,托儿照护,Day care and preschool,155.7,M07,
2000-08,CUUR0000SEEB03,托儿照护,Day care and preschool,156.0,M08,
2000-09,CUUR0000SEEB03,托儿照护,Day care and preschool,158.6,M09,
2000-10,CUUR0000SEEB03,托儿照护,Day care and preschool,159.4,M10,
2000-11,CUUR0000SEEB03,托儿照护,Day care and preschool,160.0,M11,
2000-12,CUUR0000SEEB03,托儿照护,Day care and preschool,160.1,M12,
2001-01,CUUR0000SEEB03,托儿照护,Day care and preschool,160.9,M01,
2001-02,CUUR0000SEEB03,托儿照护,Day care and preschool,161.2,M02,
2001-03,CUUR0000SEEB03,托儿照护,Day care and preschool,161.6,M03,
2001-04,CUUR0000SEEB03,托儿照护,Day care and preschool,161.8,M04,
2001-05,CUUR0000SEEB03,托儿照护,Day care and preschool,162.5,M05,
2001-06,CUUR0000SEEB03,托儿照护,Day care and preschool,163.3,M06,
2001-07,CUUR0000SEEB03,托儿照护,Day care and preschool,163.5,M07,
2001-08,CUUR0000SEEB03,托儿照护,Day care and preschool,164.5,M08,
2001-09,CUUR0000SEEB03,托儿照护,Day care and preschool,166.5,M09,
2001-10,CUUR0000SEEB03,托儿照护,Day care and preschool,167.7,M10,
2001-11,CUUR0000SEEB03,托儿照护,Day care and preschool,167.9,M11,
2001-12,CUUR0000SEEB03,托儿照护,Day care and preschool,168.1,M12,
2002-01,CUUR0000SEEB03,托儿照护,Day care and preschool,169.1,M01,
2002-02,CUUR0000SEEB03,托儿照护,Day care and preschool,169.7,M02,
2002-03,CUUR0000SEEB03,托儿照护,Day care and preschool,169.9,M03,
2002-04,CUUR0000SEEB03,托儿照护,Day care and preschool,169.8,M04,
2002-05,CUUR0000SEEB03,托儿照护,Day care and preschool,169.9,M05,
2002-06,CUUR0000SEEB03,托儿照护,Day care and preschool,171.6,M06,
2002-07,CUUR0000SEEB03,托儿照护,Day care and preschool,172.0,M07,
2002-08,CUUR0000SEEB03,托儿照护,Day care and preschool,173.0,M08,
2002-09,CUUR0000SEEB03,托儿照护,Day care and preschool,176.1,M09,
2002-10,CUUR0000SEEB03,托儿照护,Day care and preschool,176.3,M10,
2002-11,CUUR0000SEEB03,托儿照护,Day care and preschool,176.4,M11,
2002-12,CUUR0000SEEB03,托儿照护,Day care and preschool,176.4,M12,
2003-01,CUUR0000SEEB03,托儿照护,Day care and preschool,177.5,M01,
2003-02,CUUR0000SEEB03,托儿照护,Day care and preschool,177.8,M02,
2003-03,CUUR0000SEEB03,托儿照护,Day care and preschool,177.9,M03,
2003-04,CUUR0000SEEB03,托儿照护,Day care and preschool,178.4,M04,
2003-05,CUUR0000SEEB03,托儿照护,Day care and preschool,178.7,M05,
2003-06,CUUR0000SEEB03,托儿照护,Day care and preschool,179.8,M06,
2003-07,CUUR0000SEEB03,托儿照护,Day care and preschool,179.7,M07,
2003-08,CUUR0000SEEB03,托儿照护,Day care and preschool,180.7,M08,
2003-09,CUUR0000SEEB03,托儿照护,Day care and preschool,183.4,M09,
2003-10,CUUR0000SEEB03,托儿照护,Day care and preschool,183.2,M10,
2003-11,CUUR0000SEEB03,托儿照护,Day care and preschool,183.2,M11,
2003-12,CUUR0000SEEB03,托儿照护,Day care and preschool,183.6,M12,
2004-01,CUUR0000SEEB03,托儿照护,Day care and preschool,184.3,M01,
2004-02,CUUR0000SEEB03,托儿照护,Day care and preschool,184.8,M02,
2004-03,CUUR0000SEEB03,托儿照护,Day care and preschool,185.0,M03,
2004-04,CUUR0000SEEB03,托儿照护,Day care and preschool,185.2,M04,
2004-05,CUUR0000SEEB03,托儿照护,Day care and preschool,185.2,M05,
2004-06,CUUR0000SEEB03,托儿照护,Day care and preschool,186.8,M06,
2004-07,CUUR0000SEEB03,托儿照护,Day care and preschool,187.1,M07,
2004-08,CUUR0000SEEB03,托儿照护,Day care and preschool,187.9,M08,
2004-09,CUUR0000SEEB03,托儿照护,Day care and preschool,189.4,M09,
2004-10,CUUR0000SEEB03,托儿照护,Day care and preschool,189.9,M10,
2004-11,CUUR0000SEEB03,托儿照护,Day care and preschool,189.9,M11,
2004-12,CUUR0000SEEB03,托儿照护,Day care and preschool,190.0,M12,
2005-01,CUUR0000SEEB03,托儿照护,Day care and preschool,190.7,M01,
2005-02,CUUR0000SEEB03,托儿照护,Day care and preschool,191.5,M02,
2005-03,CUUR0000SEEB03,托儿照护,Day care and preschool,191.7,M03,
2005-04,CUUR0000SEEB03,托儿照护,Day care and preschool,192.3,M04,
2005-05,CUUR0000SEEB03,托儿照护,Day care and preschool,192.4,M05,
2005-06,CUUR0000SEEB03,托儿照护,Day care and preschool,193.5,M06,
2005-07,CUUR0000SEEB03,托儿照护,Day care and preschool,195.1,M07,
2005-08,CUUR0000SEEB03,托儿照护,Day care and preschool,196.1,M08,
2005-09,CUUR0000SEEB03,托儿照护,Day care and preschool,199.7,M09,
2005-10,CUUR0000SEEB03,托儿照护,Day care and preschool,200.3,M10,
2005-11,CUUR0000SEEB03,托儿照护,Day care and preschool,200.4,M11,
2005-12,CUUR0000SEEB03,托儿照护,Day care and preschool,200.5,M12,
2006-01,CUUR0000SEEB03,托儿照护,Day care and preschool,202.9,M01,
2006-02,CUUR0000SEEB03,托儿照护,Day care and preschool,202.7,M02,
2006-03,CUUR0000SEEB03,托儿照护,Day care and preschool,202.7,M03,
2006-04,CUUR0000SEEB03,托儿照护,Day care and preschool,203.0,M04,
2006-05,CUUR0000SEEB03,托儿照护,Day care and preschool,203.0,M05,
2006-06,CUUR0000SEEB03,托儿照护,Day care and preschool,203.8,M06,
2006-07,CUUR0000SEEB03,托儿照护,Day care and preschool,204.6,M07,
2006-08,CUUR0000SEEB03,托儿照护,Day care and preschool,206.1,M08,
2006-09,CUUR0000SEEB03,托儿照护,Day care and preschool,210.3,M09,
2006-10,CUUR0000SEEB03,托儿照护,Day care and preschool,210.9,M10,
2006-11,CUUR0000SEEB03,托儿照护,Day care and preschool,210.8,M11,
2006-12,CUUR0000SEEB03,托儿照护,Day care and preschool,211.2,M12,
2007-01,CUUR0000SEEB03,托儿照护,Day care and preschool,211.672,M01,
2007-02,CUUR0000SEEB03,托儿照护,Day care and preschool,212.245,M02,
2007-03,CUUR0000SEEB03,托儿照护,Day care and preschool,212.286,M03,
2007-04,CUUR0000SEEB03,托儿照护,Day care and preschool,212.679,M04,
2007-05,CUUR0000SEEB03,托儿照护,Day care and preschool,212.722,M05,
2007-06,CUUR0000SEEB03,托儿照护,Day care and preschool,212.62,M06,
2007-07,CUUR0000SEEB03,托儿照护,Day care and preschool,213.621,M07,
2007-08,CUUR0000SEEB03,托儿照护,Day care and preschool,214.279,M08,
2007-09,CUUR0000SEEB03,托儿照护,Day care and preschool,218.909,M09,
2007-10,CUUR0000SEEB03,托儿照护,Day care and preschool,219.052,M10,
2007-11,CUUR0000SEEB03,托儿照护,Day care and preschool,219.035,M11,
2007-12,CUUR0000SEEB03,托儿照护,Day care and preschool,219.405,M12,
2008-01,CUUR0000SEEB03,托儿照护,Day care and preschool,221.112,M01,
2008-02,CUUR0000SEEB03,托儿照护,Day care and preschool,221.29,M02,
2008-03,CUUR0000SEEB03,托儿照护,Day care and preschool,221.293,M03,
2008-04,CUUR0000SEEB03,托儿照护,Day care and preschool,221.385,M04,
2008-05,CUUR0000SEEB03,托儿照护,Day care and preschool,221.473,M05,
2008-06,CUUR0000SEEB03,托儿照护,Day care and preschool,222.094,M06,
2008-07,CUUR0000SEEB03,托儿照护,Day care and preschool,222.769,M07,
2008-08,CUUR0000SEEB03,托儿照护,Day care and preschool,225.235,M08,
2008-09,CUUR0000SEEB03,托儿照护,Day care and preschool,228.961,M09,
2008-10,CUUR0000SEEB03,托儿照护,Day care and preschool,229.887,M10,
2008-11,CUUR0000SEEB03,托儿照护,Day care and preschool,229.798,M11,
2008-12,CUUR0000SEEB03,托儿照护,Day care and preschool,230.326,M12,
2009-01,CUUR0000SEEB03,托儿照护,Day care and preschool,230.823,M01,
2009-02,CUUR0000SEEB03,托儿照护,Day care and preschool,231.112,M02,
2009-03,CUUR0000SEEB03,托儿照护,Day care and preschool,231.295,M03,
2009-04,CUUR0000SEEB03,托儿照护,Day care and preschool,231.308,M04,
2009-05,CUUR0000SEEB03,托儿照护,Day care and preschool,231.27,M05,
2009-06,CUUR0000SEEB03,托儿照护,Day care and preschool,231.641,M06,
2009-07,CUUR0000SEEB03,托儿照护,Day care and preschool,232.13,M07,
2009-08,CUUR0000SEEB03,托儿照护,Day care and preschool,232.709,M08,
2009-09,CUUR0000SEEB03,托儿照护,Day care and preschool,235.349,M09,
2009-10,CUUR0000SEEB03,托儿照护,Day care and preschool,235.32,M10,
2009-11,CUUR0000SEEB03,托儿照护,Day care and preschool,235.443,M11,
2009-12,CUUR0000SEEB03,托儿照护,Day care and preschool,235.532,M12,
2010-01,CUUR0000SEEB03,托儿照护,Day care and preschool,236.255,M01,
2010-02,CUUR0000SEEB03,托儿照护,Day care and preschool,237.802,M02,
2010-03,CUUR0000SEEB03,托儿照护,Day care and preschool,238.296,M03,
2010-04,CUUR0000SEEB03,托儿照护,Day care and preschool,239.114,M04,
2010-05,CUUR0000SEEB03,托儿照护,Day care and preschool,238.872,M05,
2010-06,CUUR0000SEEB03,托儿照护,Day care and preschool,239.628,M06,
2010-07,CUUR0000SEEB03,托儿照护,Day care and preschool,239.956,M07,
2010-08,CUUR0000SEEB03,托儿照护,Day care and preschool,241.254,M08,
2010-09,CUUR0000SEEB03,托儿照护,Day care and preschool,243.396,M09,
2010-10,CUUR0000SEEB03,托儿照护,Day care and preschool,243.118,M10,
2010-11,CUUR0000SEEB03,托儿照护,Day care and preschool,243.18,M11,
2010-12,CUUR0000SEEB03,托儿照护,Day care and preschool,244.308,M12,
2011-01,CUUR0000SEEB03,托儿照护,Day care and preschool,244.934,M01,
2011-02,CUUR0000SEEB03,托儿照护,Day care and preschool,245.099,M02,
2011-03,CUUR0000SEEB03,托儿照护,Day care and preschool,245.189,M03,
2011-04,CUUR0000SEEB03,托儿照护,Day care and preschool,245.527,M04,
2011-05,CUUR0000SEEB03,托儿照护,Day care and preschool,245.649,M05,
2011-06,CUUR0000SEEB03,托儿照护,Day care and preschool,245.825,M06,
2011-07,CUUR0000SEEB03,托儿照护,Day care and preschool,246.258,M07,
2011-08,CUUR0000SEEB03,托儿照护,Day care and preschool,247.547,M08,
2011-09,CUUR0000SEEB03,托儿照护,Day care and preschool,248.782,M09,
2011-10,CUUR0000SEEB03,托儿照护,Day care and preschool,250.589,M10,
2011-11,CUUR0000SEEB03,托儿照护,Day care and preschool,249.658,M11,
2011-12,CUUR0000SEEB03,托儿照护,Day care and preschool,249.713,M12,
2012-01,CUUR0000SEEB03,托儿照护,Day care and preschool,250.788,M01,
2012-02,CUUR0000SEEB03,托儿照护,Day care and preschool,250.962,M02,
2012-03,CUUR0000SEEB03,托儿照护,Day care and preschool,251.085,M03,
2012-04,CUUR0000SEEB03,托儿照护,Day care and preschool,251.358,M04,
2012-05,CUUR0000SEEB03,托儿照护,Day care and preschool,251.667,M05,
2012-06,CUUR0000SEEB03,托儿照护,Day care and preschool,251.549,M06,
2012-07,CUUR0000SEEB03,托儿照护,Day care and preschool,252.505,M07,
2012-08,CUUR0000SEEB03,托儿照护,Day care and preschool,253.218,M08,
2012-09,CUUR0000SEEB03,托儿照护,Day care and preschool,255.904,M09,
2012-10,CUUR0000SEEB03,托儿照护,Day care and preschool,256.097,M10,
2012-11,CUUR0000SEEB03,托儿照护,Day care and preschool,256.171,M11,
2012-12,CUUR0000SEEB03,托儿照护,Day care and preschool,256.385,M12,
2013-01,CUUR0000SEEB03,托儿照护,Day care and preschool,257.831,M01,
2013-02,CUUR0000SEEB03,托儿照护,Day care and preschool,257.929,M02,
2013-03,CUUR0000SEEB03,托儿照护,Day care and preschool,258.088,M03,
2013-04,CUUR0000SEEB03,托儿照护,Day care and preschool,258.203,M04,
2013-05,CUUR0000SEEB03,托儿照护,Day care and preschool,258.522,M05,
2013-06,CUUR0000SEEB03,托儿照护,Day care and preschool,258.094,M06,
2013-07,CUUR0000SEEB03,托儿照护,Day care and preschool,258.688,M07,
2013-08,CUUR0000SEEB03,托儿照护,Day care and preschool,259.325,M08,
2013-09,CUUR0000SEEB03,托儿照护,Day care and preschool,261.098,M09,
2013-10,CUUR0000SEEB03,托儿照护,Day care and preschool,261.426,M10,
2013-11,CUUR0000SEEB03,托儿照护,Day care and preschool,261.745,M11,
2013-12,CUUR0000SEEB03,托儿照护,Day care and preschool,261.922,M12,
2014-01,CUUR0000SEEB03,托儿照护,Day care and preschool,261.567,M01,
2014-02,CUUR0000SEEB03,托儿照护,Day care and preschool,261.748,M02,
2014-03,CUUR0000SEEB03,托儿照护,Day care and preschool,263.114,M03,
2014-04,CUUR0000SEEB03,托儿照护,Day care and preschool,263.129,M04,
2014-05,CUUR0000SEEB03,托儿照护,Day care and preschool,263.634,M05,
2014-06,CUUR0000SEEB03,托儿照护,Day care and preschool,263.831,M06,
2014-07,CUUR0000SEEB03,托儿照护,Day care and preschool,264.045,M07,
2014-08,CUUR0000SEEB03,托儿照护,Day care and preschool,265.559,M08,
2014-09,CUUR0000SEEB03,托儿照护,Day care and preschool,267.892,M09,
2014-10,CUUR0000SEEB03,托儿照护,Day care and preschool,267.955,M10,
2014-11,CUUR0000SEEB03,托儿照护,Day care and preschool,268.22,M11,
2014-12,CUUR0000SEEB03,托儿照护,Day care and preschool,267.799,M12,
2015-01,CUUR0000SEEB03,托儿照护,Day care and preschool,269.541,M01,
2015-02,CUUR0000SEEB03,托儿照护,Day care and preschool,269.711,M02,
2015-03,CUUR0000SEEB03,托儿照护,Day care and preschool,272.082,M03,
2015-04,CUUR0000SEEB03,托儿照护,Day care and preschool,274.181,M04,
2015-05,CUUR0000SEEB03,托儿照护,Day care and preschool,274.583,M05,
2015-06,CUUR0000SEEB03,托儿照护,Day care and preschool,275.183,M06,
2015-07,CUUR0000SEEB03,托儿照护,Day care and preschool,275.829,M07,
2015-08,CUUR0000SEEB03,托儿照护,Day care and preschool,276.893,M08,
2015-09,CUUR0000SEEB03,托儿照护,Day care and preschool,279.145,M09,
2015-10,CUUR0000SEEB03,托儿照护,Day care and preschool,279.305,M10,
2015-11,CUUR0000SEEB03,托儿照护,Day care and preschool,279.456,M11,
2015-12,CUUR0000SEEB03,托儿照护,Day care and preschool,278.668,M12,
2016-01,CUUR0000SEEB03,托儿照护,Day care and preschool,279.641,M01,
2016-02,CUUR0000SEEB03,托儿照护,Day care and preschool,280.216,M02,
2016-03,CUUR0000SEEB03,托儿照护,Day care and preschool,280.664,M03,
2016-04,CUUR0000SEEB03,托儿照护,Day care and preschool,280.972,M04,
2016-05,CUUR0000SEEB03,托儿照护,Day care and preschool,281.254,M05,
2016-06,CUUR0000SEEB03,托儿照护,Day care and preschool,281.709,M06,
2016-07,CUUR0000SEEB03,托儿照护,Day care and preschool,282.496,M07,
2016-08,CUUR0000SEEB03,托儿照护,Day care and preschool,284.326,M08,
2016-09,CUUR0000SEEB03,托儿照护,Day care and preschool,285.811,M09,
2016-10,CUUR0000SEEB03,托儿照护,Day care and preschool,286.834,M10,
2016-11,CUUR0000SEEB03,托儿照护,Day care and preschool,286.568,M11,
2016-12,CUUR0000SEEB03,托儿照护,Day care and preschool,286.699,M12,
2017-01,CUUR0000SEEB03,托儿照护,Day care and preschool,288.591,M01,
2017-02,CUUR0000SEEB03,托儿照护,Day care and preschool,289.136,M02,
2017-03,CUUR0000SEEB03,托儿照护,Day care and preschool,289.498,M03,
2017-04,CUUR0000SEEB03,托儿照护,Day care and preschool,289.529,M04,
2017-05,CUUR0000SEEB03,托儿照护,Day care and preschool,289.585,M05,
2017-06,CUUR0000SEEB03,托儿照护,Day care and preschool,289.927,M06,
2017-07,CUUR0000SEEB03,托儿照护,Day care and preschool,289.484,M07,
2017-08,CUUR0000SEEB03,托儿照护,Day care and preschool,290.566,M08,
2017-09,CUUR0000SEEB03,托儿照护,Day care and preschool,292.001,M09,
2017-10,CUUR0000SEEB03,托儿照护,Day care and preschool,292.357,M10,
2017-11,CUUR0000SEEB03,托儿照护,Day care and preschool,292.149,M11,
2017-12,CUUR0000SEEB03,托儿照护,Day care and preschool,291.729,M12,
1998-01,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,185.1,M01,
1998-02,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,185.5,M02,
1998-03,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,185.9,M03,
1998-04,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,186.4,M04,
1998-05,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,186.8,M05,
1998-06,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,187.4,M06,
1998-07,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,188.0,M07,
1998-08,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,188.5,M08,
1998-09,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,189.2,M09,
1998-10,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,189.8,M10,
1998-11,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,190.3,M11,
1998-12,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,190.7,M12,
1999-01,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,191.0,M01,
1999-02,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,191.3,M02,
1999-03,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,191.5,M03,
1999-04,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,191.9,M04,
1999-05,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,192.2,M05,
1999-06,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,192.6,M06,
1999-07,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,193.0,M07,
1999-08,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,193.4,M08,
1999-09,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,193.9,M09,
1999-10,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,194.2,M10,
1999-11,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,194.9,M11,
1999-12,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,195.2,M12,
2000-01,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,196.2,M01,
2000-02,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,196.6,M02,
2000-03,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,196.9,M03,
2000-04,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,197.2,M04,
2000-05,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,197.6,M05,
2000-06,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,198.2,M06,
2000-07,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,198.6,M07,
2000-08,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,199.2,M08,
2000-09,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,199.9,M09,
2000-10,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,200.5,M10,
2000-11,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,201.2,M11,
2000-12,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,201.8,M12,
2001-01,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,202.4,M01,
2001-02,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,202.9,M02,
2001-03,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,203.6,M03,
2001-04,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,204.2,M04,
2001-05,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,204.9,M05,
2001-06,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,205.7,M06,
2001-07,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,206.3,M07,
2001-08,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,207.3,M08,
2001-09,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,208.1,M09,
2001-10,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,209.0,M10,
2001-11,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,210.1,M11,
2001-12,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,210.9,M12,
2002-01,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,211.6,M01,
2002-02,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,212.2,M02,
2002-03,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,212.8,M03,
2002-04,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,213.3,M04,
2002-05,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,213.7,M05,
2002-06,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,214.3,M06,
2002-07,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,214.9,M07,
2002-08,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,215.4,M08,
2002-09,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,216.2,M09,
2002-10,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,216.8,M10,
2002-11,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,217.3,M11,
2002-12,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,217.9,M12,
2003-01,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,218.5,M01,
2003-02,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,218.7,M02,
2003-03,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,218.9,M03,
2003-04,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,218.9,M04,
2003-05,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,219.1,M05,
2003-06,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,219.1,M06,
2003-07,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,219.6,M07,
2003-08,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,220.1,M08,
2003-09,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,220.7,M09,
2003-10,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,221.4,M10,
2003-11,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,221.9,M11,
2003-12,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,222.2,M12,
2004-01,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,222.6,M01,
2004-02,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,222.9,M02,
2004-03,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,223.3,M03,
2004-04,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,223.9,M04,
2004-05,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,224.3,M05,
2004-06,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,224.7,M06,
2004-07,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,225.1,M07,
2004-08,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,225.7,M08,
2004-09,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,226.1,M09,
2004-10,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,226.5,M10,
2004-11,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,226.8,M11,
2004-12,CUUR0000SEHC01,住房（位置性）,Owners' equivalent rent of primary residence,227.2,M12,
