date,series_id,category_zh,category_en,value,period,footnotes
2011-09,CUUR0000SAF,食品饮料,Food and beverages,230.448,M09,
2011-10,CUUR0000SAF,食品饮料,Food and beverages,230.885,M10,
2011-11,CUUR0000SAF,食品饮料,Food and beverages,230.656,M11,
2011-12,CUUR0000SAF,食品饮料,Food and beverages,231.13,M12,
2012-01,CUUR0000SAF,食品饮料,Food and beverages,232.559,M01,
2012-02,CUUR0000SAF,食品饮料,Food and beverages,232.453,M02,
2012-03,CUUR0000SAF,食品饮料,Food and beverages,232.708,M03,
2012-04,CUUR0000SAF,食品饮料,Food and beverages,233.116,M04,
2012-05,CUUR0000SAF,食品饮料,Food and beverages,233.257,M05,
2012-06,CUUR0000SAF,食品饮料,Food and beverages,233.509,M06,
2012-07,CUUR0000SAF,食品饮料,Food and beverages,233.557,M07,
2012-08,CUUR0000SAF,食品饮料,Food and beverages,234.017,M08,
2012-09,CUUR0000SAF,食品饮料,Food and beverages,234.172,M09,
2012-10,CUUR0000SAF,食品饮料,Food and beverages,234.718,M10,
2012-11,CUUR0000SAF,食品饮料,Food and beverages,234.742,M11,
2012-12,CUUR0000SAF,食品饮料,Food and beverages,235.23,M12,
2013-01,CUUR0000SAF,食品饮料,Food and beverages,236.183,M01,
2013-02,CUUR0000SAF,食品饮料,Food and beverages,236.23,M02,
2013-03,CUUR0000SAF,食品饮料,Food and beverages,236.267,M03,
2013-04,CUUR0000SAF,食品饮料,Food and beverages,236.761,M04,
2013-05,CUUR0000SAF,食品饮料,Food and beverages,236.474,M05,
2013-06,CUUR0000SAF,食品饮料,Food and beverages,236.726,M06,
2013-07,CUUR0000SAF,食品饮料,Food and beverages,236.957,M07,
2013-08,CUUR0000SAF,食品饮料,Food and beverages,237.348,M08,
2013-09,CUUR0000SAF,食品饮料,Food and beverages,237.444,M09,
2013-10,CUUR0000SAF,食品饮料,Food and beverages,237.794,M10,
2013-11,CUUR0000SAF,食品饮料,Food and beverages,237.585,M11,
2013-12,CUUR0000SAF,食品饮料,Food and beverages,237.82,M12,
2014-01,CUUR0000SAF,食品饮料,Food and beverages,238.792,M01,
2014-02,CUUR0000SAF,食品饮料,Food and beverages,239.476,M02,
2014-03,CUUR0000SAF,食品饮料,Food and beverages,240.226,M03,
2014-04,CUUR0000SAF,食品饮料,Food and beverages,241.103,M04,
2014-05,CUUR0000SAF,食品饮料,Food and beverages,242.065,M05,
2014-06,CUUR0000SAF,食品饮料,Food and beverages,242.027,M06,
2014-07,CUUR0000SAF,食品饮料,Food and beverages,242.674,M07,
2014-08,CUUR0000SAF,食品饮料,Food and beverages,243.497,M08,
2014-09,CUUR0000SAF,食品饮料,Food and beverages,244.26,M09,
2014-10,CUUR0000SAF,食品饮料,Food and beverages,244.775,M10,
2014-11,CUUR0000SAF,食品饮料,Food and beverages,244.902,M11,
2014-12,CUUR0000SAF,食品饮料,Food and beverages,245.585,M12,
2015-01,CUUR0000SAF,食品饮料,Food and beverages,246.1,M01,
2015-02,CUUR0000SAF,食品饮料,Food and beverages,246.269,M02,
2015-03,CUUR0000SAF,食品饮料,Food and beverages,245.689,M03,
2015-04,CUUR0000SAF,食品饮料,Food and beverages,245.746,M04,
2015-05,CUUR0000SAF,食品饮料,Food and beverages,245.846,M05,
2015-06,CUUR0000SAF,食品饮料,Food and beverages,246.245,M06,
2015-07,CUUR0000SAF,食品饮料,Food and beverages,246.558,M07,
2015-08,CUUR0000SAF,食品饮料,Food and beverages,247.196,M08,
2015-09,CUUR0000SAF,食品饮料,Food and beverages,248.09,M09,
2015-10,CUUR0000SAF,食品饮料,Food and beverages,248.575,M10,
2015-11,CUUR0000SAF,食品饮料,Food and beverages,247.87,M11,
2015-12,CUUR0000SAF,食品饮料,Food and beverages,247.468,M12,
2016-01,CUUR0000SAF,食品饮料,Food and beverages,248.241,M01,
2016-02,CUUR0000SAF,食品饮料,Food and beverages,248.459,M02,
2016-03,CUUR0000SAF,食品饮料,Food and beverages,247.677,M03,
2016-04,CUUR0000SAF,食品饮料,Food and beverages,248.095,M04,
2016-05,CUUR0000SAF,食品饮料,Food and beverages,247.58,M05,
2016-06,CUUR0000SAF,食品饮料,Food and beverages,247.207,M06,
2016-07,CUUR0000SAF,食品饮料,Food and beverages,247.267,M07,
2016-08,CUUR0000SAF,食品饮料,Food and beverages,247.42,M08,
2016-09,CUUR0000SAF,食品饮料,Food and beverages,247.645,M09,
2016-10,CUUR0000SAF,食品饮料,Food and beverages,247.861,M10,
2016-11,CUUR0000SAF,食品饮料,Food and beverages,247.246,M11,
2016-12,CUUR0000SAF,食品饮料,Food and beverages,247.134,M12,
2017-01,CUUR0000SAF,食品饮料,Food and beverages,248.074,M01,
2017-02,CUUR0000SAF,食品饮料,Food and beverages,248.595,M02,
2017-03,CUUR0000SAF,食品饮料,Food and beverages,248.967,M03,
2017-04,CUUR0000SAF,食品饮料,Food and beverages,249.538,M04,
2017-05,CUUR0000SAF,食品饮料,Food and beverages,249.749,M05,
2017-06,CUUR0000SAF,食品饮料,Food and beverages,249.398,M06,
2017-07,CUUR0000SAF,食品饮料,Food and beverages,249.93,M07,
2017-08,CUUR0000SAF,食品饮料,Food and beverages,250.212,M08,
2017-09,CUUR0000SAF,食品饮料,Food and beverages,250.735,M09,
2017-10,CUUR0000SAF,食品饮料,Food and beverages,251.13,M10,
2017-11,CUUR0000SAF,食品饮料,Food and beverages,250.694,M11,
2017-12,CUUR0000SAF,食品饮料,Food and beverages,251.024,M12,
1998-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,99.0,M01,
1998-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,98.1,M02,
1998-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,97.4,M03,
1998-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,96.4,M04,
1998-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,96.2,M05,
1998-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,94.4,M06,
1998-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,94.2,M07,
1998-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,93.9,M08,
1998-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,94.1,M09,
1998-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,93.7,M10,
1998-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,92.4,M11,
1998-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,91.7,M12,
1999-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,90.9,M01,
1999-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,89.7,M02,
1999-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,89.0,M03,
1999-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,87.8,M04,
1999-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,85.8,M05,
1999-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,84.0,M06,
1999-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,82.9,M07,
1999-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,82.3,M08,
1999-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,82.6,M09,
1999-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,82.0,M10,
1999-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,81.2,M11,
1999-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,81.1,M12,
2000-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,80.6,M01,
2000-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,79.7,M02,
2000-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,79.2,M03,
2000-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,78.9,M04,
2000-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,78.2,M05,
2000-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,76.8,M06,
2000-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,74.9,M07,
2000-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,73.7,M08,
2000-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,72.8,M09,
2000-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,73.0,M10,
2000-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,72.9,M11,
2000-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,71.1,M12,
2001-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,68.9,M01,
2001-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,68.9,M02,
2001-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,68.7,M03,
2001-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,68.8,M04,
2001-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,68.5,M05,
2001-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,68.1,M06,
2001-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,68.6,M07,
2001-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,68.1,M08,
2001-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.2,M09,
2001-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.1,M10,
2001-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.5,M11,
2001-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.2,M12,
2002-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.5,M01,
2002-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.5,M02,
2002-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.5,M03,
2002-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.6,M04,
2002-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.7,M05,
2002-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.6,M06,
2002-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.0,M07,
2002-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.8,M08,
2002-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.5,M09,
2002-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.9,M10,
2002-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.5,M11,
2002-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.4,M12,
2003-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.6,M01,
2003-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.7,M02,
2003-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.6,M03,
2003-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.5,M04,
2003-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,67.5,M05,
2003-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.3,M06,
2003-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.2,M07,
2003-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.1,M08,
2003-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.1,M09,
2003-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.1,M10,
2003-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.7,M11,
2003-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.5,M12,
2004-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.3,M01,
2004-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.6,M02,
2004-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.5,M03,
2004-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.4,M04,
2004-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.5,M05,
2004-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.4,M06,
2004-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.5,M07,
2004-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.5,M08,
2004-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,66.3,M09,
2004-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,65.5,M10,
2004-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,65.5,M11,
2004-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,65.6,M12,
2005-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,65.3,M01,
2005-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,65.4,M02,
2005-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,65.2,M03,
2005-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,65.2,M04,
2005-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,65.2,M05,
2005-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,65.2,M06,
2005-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.7,M07,
2005-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.7,M08,
2005-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.8,M09,
2005-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.8,M10,
2005-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.6,M11,
2005-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.6,M12,
2006-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.6,M01,
2006-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.6,M02,
2006-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.6,M03,
2006-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.3,M04,
2006-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.3,M05,
2006-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.4,M06,
2006-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.7,M07,
2006-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.6,M08,
2006-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.7,M09,
2006-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.6,M10,
2006-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.6,M11,
2006-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.6,M12,
2007-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.583,M01,
2007-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.575,M02,
2007-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.575,M03,
2007-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.575,M04,
2007-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.504,M05,
2007-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.388,M06,
2007-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.289,M07,
2007-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.364,M08,
2007-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.359,M09,
2007-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.359,M10,
2007-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.014,M11,
2007-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.011,M12,
2008-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.089,M01,
2008-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.087,M02,
2008-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.087,M03,
2008-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.272,M04,
2008-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.272,M05,
2008-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.272,M06,
2008-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.272,M07,
2008-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.27,M08,
2008-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.27,M09,
2008-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.27,M10,
2008-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.356,M11,
2008-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.361,M12,
2009-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.356,M01,
2009-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.361,M02,
2009-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.361,M03,
2009-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.385,M04,
2009-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.37,M05,
2009-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.37,M06,
2009-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.37,M07,
2009-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.409,M08,
2009-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.424,M09,
2009-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,64.424,M10,
2009-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,63.627,M11,
2009-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,63.629,M12,
2010-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,63.114,M01,
2010-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,62.551,M02,
2010-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,62.551,M03,
2010-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,62.544,M04,
2010-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,62.515,M05,
2010-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,62.423,M06,
2010-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,62.489,M07,
2010-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,62.49,M08,
2010-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,62.466,M09,
2010-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,62.219,M10,
2010-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,62.04,M11,
2010-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,61.339,M12,
2011-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,60.572,M01,
2011-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,60.437,M02,
2011-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,60.351,M03,
2011-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,60.353,M04,
2011-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,60.341,M05,
2011-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,60.34,M06,
2011-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.902,M07,
2011-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.889,M08,
2011-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.86,M09,
2011-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.895,M10,
2011-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.895,M11,
2011-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.931,M12,
2012-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.919,M01,
2012-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.919,M02,
2012-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.935,M03,
2012-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.953,M04,
2012-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,60.008,M05,
2012-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,60.005,M06,
2012-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.582,M07,
2012-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.138,M08,
2012-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.294,M09,
2012-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.492,M10,
2012-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.445,M11,
2012-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.447,M12,
2013-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.357,M01,
2013-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.202,M02,
2013-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,59.139,M03,
2013-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,58.577,M04,
2013-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,58.577,M05,
2013-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,58.566,M06,
2013-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,58.43,M07,
2013-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,58.363,M08,
2013-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,58.332,M09,
2013-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,58.331,M10,
2013-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,58.276,M11,
2013-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,58.249,M12,
2014-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,58.137,M01,
2014-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,57.852,M02,
2014-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,57.775,M03,
2014-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,57.872,M04,
2014-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,57.709,M05,
2014-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,57.677,M06,
2014-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,57.677,M07,
2014-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,57.653,M08,
2014-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,57.599,M09,
2014-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,56.507,M10,
2014-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,56.179,M11,
2014-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.894,M12,
2015-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.614,M01,
2015-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.406,M02,
2015-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,54.975,M03,
2015-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,54.902,M04,
2015-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,54.537,M05,
2015-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,54.555,M06,
2015-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,54.711,M07,
2015-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.194,M08,
2015-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.388,M09,
2015-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.514,M10,
2015-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.908,M11,
2015-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.883,M12,
2016-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.85,M01,
2016-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.267,M02,
2016-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.28,M03,
2016-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,55.294,M04,
2016-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,54.967,M05,
2016-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,54.989,M06,
2016-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,54.848,M07,
2016-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,54.786,M08,
2016-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,54.033,M09,
2016-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,53.739,M10,
2016-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,53.578,M11,
2016-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,53.522,M12,
2017-01,CUUR0000SEED03,手机通信服务,Wireless telephone services,53.435,M01,
2017-02,CUUR0000SEED03,手机通信服务,Wireless telephone services,52.679,M02,
2017-03,CUUR0000SEED03,手机通信服务,Wireless telephone services,49.002,M03,
2017-04,CUUR0000SEED03,手机通信服务,Wireless telephone services,48.153,M04,
2017-05,CUUR0000SEED03,手机通信服务,Wireless telephone services,48.118,M05,
2017-06,CUUR0000SEED03,手机通信服务,Wireless telephone services,47.735,M06,
2017-07,CUUR0000SEED03,手机通信服务,Wireless telephone services,47.58,M07,
2017-08,CUUR0000SEED03,手机通信服务,Wireless telephone services,47.55,M08,
2017-09,CUUR0000SEED03,手机通信服务,Wireless telephone services,47.73,M09,
2017-10,CUUR0000SEED03,手机通信服务,Wireless telephone services,47.944,M10,
2017-11,CUUR0000SEED03,手机通信服务,Wireless telephone services,48.09,M11,
2017-12,CUUR0000SEED03,手机通信服务,Wireless telephone services,48.066,M12,
1998-01,CUUR0000SEEE02,电脑软件,Computer software and accessories,97.1,M01,
1998-02,CUUR0000SEEE02,电脑软件,Computer software and accessories,97.2,M02,
1998-03,CUUR0000SEEE02,电脑软件,Computer software and accessories,98.3,M03,
1998-04,CUUR0000SEEE02,电脑软件,Computer software and accessories,97.9,M04,
1998-05,CUUR0000SEEE02,电脑软件,Computer software and accessories,97.1,M05,
1998-06,CUUR0000SEEE02,电脑软件,Computer software and accessories,97.2,M06,
1998-07,CUUR0000SEEE02,电脑软件,Computer software and accessories,98.2,M07,
1998-08,CUUR0000SEEE02,电脑软件,Computer software and accessories,95.4,M08,
1998-09,CUUR0000SEEE02,电脑软件,Computer software and accessories,94.7,M09,
1998-10,CUUR0000SEEE02,电脑软件,Computer software and accessories,92.7,M10,
1998-11,CUUR0000SEEE02,电脑软件,Computer software and accessories,90.0,M11,
1998-12,CUUR0000SEEE02,电脑软件,Computer software and accessories,90.0,M12,
1999-01,CUUR0000SEEE02,电脑软件,Computer software and accessories,88.2,M01,
1999-02,CUUR0000SEEE02,电脑软件,Computer software and accessories,88.6,M02,
1999-03,CUUR0000SEEE02,电脑软件,Computer software and accessories,89.0,M03,
1999-04,CUUR0000SEEE02,电脑软件,Computer software and accessories,87.7,M04,
1999-05,CUUR0000SEEE02,电脑软件,Computer software and accessories,87.3,M05,
1999-06,CUUR0000SEEE02,电脑软件,Computer software and accessories,87.1,M06,
1999-07,CUUR0000SEEE02,电脑软件,Computer software and accessories,89.3,M07,
1999-08,CUUR0000SEEE02,电脑软件,Computer software and accessories,89.1,M08,
1999-09,CUUR0000SEEE02,电脑软件,Computer software and accessories,88.7,M09,
1999-10,CUUR0000SEEE02,电脑软件,Computer software and accessories,89.4,M10,
1999-11,CUUR0000SEEE02,电脑软件,Computer software and accessories,88.3,M11,
1999-12,CUUR0000SEEE02,电脑软件,Computer software and accessories,88.2,M12,
2000-01,CUUR0000SEEE02,电脑软件,Computer software and accessories,87.9,M01,
2000-02,CUUR0000SEEE02,电脑软件,Computer software and accessories,87.6,M02,
2000-03,CUUR0000SEEE02,电脑软件,Computer software and accessories,87.1,M03,
2000-04,CUUR0000SEEE02,电脑软件,Computer software and accessories,87.4,M04,
2000-05,CUUR0000SEEE02,电脑软件,Computer software and accessories,86.9,M05,
2000-06,CUUR0000SEEE02,电脑软件,Computer software and accessories,86.1,M06,
2000-07,CUUR0000SEEE02,电脑软件,Computer software and accessories,85.3,M07,
2000-08,CUUR0000SEEE02,电脑软件,Computer software and accessories,85.2,M08,
2000-09,CUUR0000SEEE02,电脑软件,Computer software and accessories,85.4,M09,
2000-10,CUUR0000SEEE02,电脑软件,Computer software and accessories,82.5,M10,
2000-11,CUUR0000SEEE02,电脑软件,Computer software and accessories,82.3,M11,
2000-12,CUUR0000SEEE02,电脑软件,Computer software and accessories,81.5,M12,
2001-01,CUUR0000SEEE02,电脑软件,Computer software and accessories,80.0,M01,
2001-02,CUUR0000SEEE02,电脑软件,Computer software and accessories,80.1,M02,
2001-03,CUUR0000SEEE02,电脑软件,Computer software and accessories,80.2,M03,
2001-04,CUUR0000SEEE02,电脑软件,Computer software and accessories,79.6,M04,
2001-05,CUUR0000SEEE02,电脑软件,Computer software and accessories,79.4,M05,
